Unnamed: 0,Unnamed: 1,Unnamed: 2,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,minus_log10_pvalue,regulation,EnsemblID,GeneSymbol,GeneSymbol_upper,MouseGeneID,HumanOrthologGeneID,Symbol,Synonyms,Description,MitoCarta3.0_List,MitoCarta3.0_Evidence,MitoCarta3.0_SubMitoLocalization,MitoCarta3.0_MitoPathways,TrainingDataset,MitoCarta2.0_Score,MitoCarta2.0_FDR,MitoCarta2.0_List,MitoCarta2.0_Evidence,EnsemblGeneID,UniProt,ProteinLength,TargetP_Score,MitoDomain_Score,CoexpressionGnfN50_Score,PGC_Induction_Score,YeastMitoHomolog_Score,RickettsiaHomolog_Score,MSMS_Score,mm10_Chromosome,mm10_Start,mm10_Stop,MSMS_NUM_TISSUES,MSMS_NUM_PEPTIDES_UNIQUE,MSMS_NUM_SPECTRA,MSMS_TOTAL_INTENSITY,MSMS_PERCENT_COVERAGE,Tissues,cerebrum_total_peak_intensity_log10,cerebellum_total_peak_intensity_log10,brainstem_total_peak_intensity_log10,spinalcord_total_peak_intensity_log10,kidney_total_peak_intensity_log10,liver_total_peak_intensity_log10,heart_total_peak_intensity_log10,skeletalmuscle_total_peak_intensity_log10,adipose_total_peak_intensity_log10,smallintestine_total_peak_intensity_log10,largeintestine_total_peak_intensity_log10,stomach_total_peak_intensity_log10,placenta_total_peak_intensity_log10,testis_total_peak_intensity_log10,HPA_Main_Location_2020 (Reliability),MouseGeneID_clean,is_mitochondrial,pathway_categories
ENSMUSG00000015357,ENSMUSG00000015357,Clpx,3515.988646,0.780197328,0.147053405,5.30553732,1.12e-07,1.34e-06,"6,949459474",up,ENSMUSG00000015357,Clpx,CLPX,270166.0,10845.0,Clpx,AU014732|E330029I21,caseinolytic mitochondrial matrix peptidase chaperone subunit,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++",Matrix,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases",Tmito,28.3526,0.005,1.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++",ENSMUSG00000015357,Q9JHS4,634.0,4.0,SharedDomain,8.0,0.68,OrthologMitoHighConf,Ortholog,50-75pure,chr9,65294259.0,65330658.0,14.0,37.0,285.0,7250000000.0,52.0,all 14,6.9,8.1,8.2,8.1,9.1,9.0,7.0,8.6,9.1,7.0,9.0,8.5,8.6,9.0,Mitochondria (Supported),270166,True,[]
ENSMUSG00000016257,ENSMUSG00000016257,Prelid3b,900.3441017,-0.620506792,0.142615675,-4.350901749,1.36e-05,8.9e-05,"4,867808222",down,ENSMUSG00000016257,Prelid3b,PRELID3B,66390.0,51012.0,Prelid3b,2310042G06Rik|AA407013|Sl|Slmo2,PRELI domain containing 3B,MitoCarta3.0,"GFP, yeast mito homolog+, mito protein domain+, induction, coexpression",IMS,Metabolism > Lipid metabolism > Phospholipid metabolism,Tmito,16.4398,0.004,1.0,"GFP, yeast mito homolog+, mito protein domain+, induction, coexpression",ENSMUSG00000016257,Q9CYY7,195.0,,MitoDomain,25.0,1.69,OrthologMitoLowConf,NoHomolog,,chr2,174465090.0,174472941.0,,,,,,,,,,,,,,,,,,,,,Nucleoplasm (Approved),66390,True,[]
ENSMUSG00000017188,ENSMUSG00000017188,Coa3,907.7161507,-0.6432837,0.104682733,-6.145079336,7.99e-10,1.61e-08,"9,097325197",down,ENSMUSG00000017188,Coa3,COA3,52469.0,28958.0,Coa3,1810033A19Rik|Ccdc56|D11Ertd99|D11Ertd99e|HSPC009,cytochrome C oxidase assembly factor 3,MitoCarta3.0,"APEX_IMS, APEX_matrix, mito protein domain+, coexpression, MS/MS++",MIM,Mitochondrial central dogma > Translation > Translation factors | OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,Tmito,14.7535,0.007,1.0,"APEX_IMS, APEX_matrix, mito protein domain+, coexpression, MS/MS++",ENSMUSG00000017188,Q9D2R6,108.0,,MitoDomain,22.0,,NoMitoHomolog,NoHomolog,50-75pure,chr11,101277969.0,101278948.0,14.0,9.0,282.0,10300000000.0,53.0,all 14,8.9,8.7,9.0,8.8,9.3,8.7,8.2,7.6,8.6,8.7,9.3,8.9,8.9,8.4,Mitochondria (Supported),52469,True,"['Complex IV', 'Complex I', 'Translation factors']"
ENSMUSG00000017713,ENSMUSG00000017713,Tha1,170.6339629,-0.806571586,0.162099046,-4.975794768,6.5e-07,6.32e-06,"6,187217171",down,ENSMUSG00000017713,Tha1,THA1,71776.0,,Tha1,1300017K07Rik|GLY|GLY1,threonine aldolase 1,MitoCarta3.0,"targetP signal+, mito protein domain+, MS/MS+",Matrix,0,Tnon_mito,14.2396,0.007,1.0,"targetP signal+, mito protein domain+, MS/MS+",ENSMUSG00000017713,Q6XPS7,400.0,1.0,MitoDomain,1.0,,NoMitoHomolog,NoHomolog,25-50pure,chr11,117867948.0,117873526.0,8.0,12.0,89.0,1730000000.0,31.0,"kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, testis",,,,,8.9,,7.7,7.9,8.2,7.8,8.5,8.1,,8.2,,71776,True,[]
ENSMUSG00000018405,ENSMUSG00000018405,Mrm1,163.2706702,-0.730264219,0.176544233,-4.136437693,3.53e-05,0.000201233,"4,452546427",down,ENSMUSG00000018405,Mrm1,MRM1,217038.0,79922.0,Mrm1,A530065E19Rik,mitochondrial rRNA methyltransferase 1,MitoCarta3.0,"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression",Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications,Tmito,28.6726,0.005,1.0,"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression",ENSMUSG00000018405,Q99J25,320.0,2.0,MitoDomain,5.0,1.16,OrthologMitoHighConf,Ortholog,0-25ambig,chr11,84813060.0,84819515.0,3.0,4.0,7.0,33500000.0,13.0,"spinalcord, placenta, testis",,,,6.5,,,,,,,,,7.2,7.2,Mitochondria (Supported),217038,True,[]
ENSMUSG00000018677,ENSMUSG00000018677,Slc25a39,1012.376579,-0.809752179,0.094145203,-8.601098632,7.9e-18,7.15e-16,"17,10261161",down,ENSMUSG00000018677,Slc25a39,SLC25A39,68066.0,51629.0,Slc25a39,3010027G13Rik|D11Ertd333|D11Ertd333e,"solute carrier family 25, member 39",MitoCarta3.0,"literature, yeast mito homolog+, mito protein domain+, induction, coexpression",MIM,Small molecule transport > SLC25A family,Tmito,16.4398,0.004,1.0,"literature, yeast mito homolog+, mito protein domain+, induction, coexpression",ENSMUSG00000018677,Q9D8K8,359.0,,MitoDomain,21.0,2.03,OrthologMitoLowConf,NoHomolog,,chr11,102402975.0,102407517.0,,,,,,,,,,,,,,,,,,,,,,68066,True,['Transporters']
ENSMUSG00000018740,ENSMUSG00000018740,Slc25a35,151.4378609,-1.225322725,0.188802573,-6.489968366,8.59e-11,2.14e-09,"10,06623745",down,ENSMUSG00000018740,Slc25a35,SLC25A35,71998.0,399512.0,Slc25a35,1810012H11Rik,"solute carrier family 25, member 35",MitoCarta3.0,"APEX_matrix, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++",MIM,Small molecule transport > SLC25A family,Tmito,27.1155,0.004,1.0,"APEX_matrix, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++",ENSMUSG00000018740,Q5SWT3,300.0,,MitoDomain,17.0,1.87,OrthologMitoLowConf,NoHomolog,75-100pure,chr11,68968130.0,68972515.0,10.0,20.0,176.0,4380000000.0,90.0,"cerebrum, cerebellum, kidney, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.4,7.0,,,8.1,,,6.1,8.9,7.3,9.4,8.8,8.0,8.6,Mitochondria;Vesicles (Approved),71998,True,['Transporters']
ENSMUSG00000018770,ENSMUSG00000018770,Atp5g3,8477.988781,-0.57782582,0.169142283,-3.416211547,0.000634989,0.002407519,"3,197233818",down,ENSMUSG00000018770,Atp5g3,ATP5G3,228033.0,518.0,Atp5g3,6030447M23|Atp5mc3,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C3 (subunit 9)",MitoCarta3.0,"literature, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression++",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tmito,19.9947,0.004,1.0,"literature, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression++",ENSMUSG00000018770,P56384,141.0,2.0,SharedDomain,48.0,,OrthologMitoLowConf,Homolog,,chr2,73908449.0,73911294.0,,,,,,,,,,,,,,,,,,,,,,228033,True,['Complex V']
ENSMUSG00000018858,ENSMUSG00000018858,Mrpl58,520.9282906,-0.523350916,0.145992144,-3.584788212,0.000337352,0.001403374,"3,471916909",down,ENSMUSG00000018858,Mrpl58,MRPL58,68572.0,3396.0,Mrpl58,1110001A02Rik|1110002E03Rik|Ict|Ict1|MRP-L58,mitochondrial ribosomal protein L58,MitoCarta3.0,"APEX_matrix, GFP, targetP signal+, mito protein domain, induction, coexpression, MS/MS",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome | Mitochondrial central dogma > Translation > Translation factors,Tmito,17.5857,0.003,1.0,"APEX_matrix, GFP, targetP signal+, mito protein domain, induction, coexpression, MS/MS",ENSMUSG00000018858,Q8R035,177.0,1.0,SharedDomain,22.0,0.89,NoMitoHomolog,NoHomolog,50-75ambig,chr11,115403765.0,115410913.0,14.0,13.0,141.0,2760000000.0,54.0,all 14,8.2,8.2,8.4,8.2,8.1,8.0,7.9,7.3,8.4,8.2,8.9,7.8,8.4,8.0,Mitochondria;Nucleoplasm (Supported),68572,True,"['Mitochondrial ribosome', 'Translation factors']"
ENSMUSG00000019082,ENSMUSG00000019082,Slc25a22,1291.253121,1.272802444,0.246657092,5.160210198,2.47e-07,2.69e-06,"6,607878861",up,ENSMUSG00000019082,Slc25a22,SLC25A22,68267.0,79751.0,Slc25a22,1300006L01Rik|AI060884|Gc1,"solute carrier family 25 (mitochondrial carrier, glutamate), member 22",MitoCarta3.0,"literature, yeast mito homolog+, mito protein domain+, MS/MS++",MIM,Small molecule transport > SLC25A family,Tmito,17.3128,0.003,1.0,"literature, yeast mito homolog+, mito protein domain+, MS/MS++",ENSMUSG00000019082,Q9D6M3,323.0,,MitoDomain,2.0,,OrthologMitoLowConf,NoHomolog,75-100pure,chr7,141429748.0,141437874.0,13.0,20.0,711.0,44000000000.0,80.0,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis",10.1,9.9,9.9,9.6,8.1,9.5,6.5,,9.4,9.3,8.7,8.2,9.1,8.7,Mitochondria (Approved),68267,True,['Transporters']
ENSMUSG00000019179,ENSMUSG00000019179,Mdh2,19087.63722,-0.514929186,0.150989846,-3.410356387,0.00064878,0.002454193,"3,187902266",down,ENSMUSG00000019179,Mdh2,MDH2,17448.0,4191.0,Mdh2,MDH|Mdh-2|Mo|Mor|Mor-1|Mor1,"malate dehydrogenase 2, NAD (mitochondrial)",MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",Matrix,Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Metabolism > Carbohydrate metabolism > TCA cycle,Tmito,39.5139,0.0,1.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",ENSMUSG00000019179,P08249,338.0,2.0,SharedDomain,50.0,1.54,OrthologMitoHighConf,Homolog,75-100pure,chr5,135778648.0,135790386.0,14.0,42.0,6117.0,1440000000000.0,79.0,all 14,11.1,10.8,11.2,10.9,10.9,10.6,11.4,10.6,11.0,11.3,10.9,10.8,11.0,10.6,Mitochondria (Enhanced),17448,True,['TCA cycle']
ENSMUSG00000019577,ENSMUSG00000019577,Pdk4,114767.6617,3.104602009,0.297095616,10.4498412,1.47e-25,4.26e-23,"24,83336041",up,ENSMUSG00000019577,Pdk4,PDK4,27273.0,5166.0,Pdk4,AV005916,"pyruvate dehydrogenase kinase, isoenzyme 4",MitoCarta3.0,"literature, targetP signal, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++",MIM,Metabolism > Carbohydrate metabolism > Pyruvate metabolism,Tmito,31.2027,0.0,1.0,"literature, targetP signal, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++",ENSMUSG00000019577,O70571,412.0,2.0,MitoDomain,18.0,1.77,OrthologMitoLowConf,NoHomolog,50-75pure,chr6,5483350.0,5496278.0,13.0,21.0,76.0,2810000000.0,63.0,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, testis",7.2,5.2,7.6,7.2,7.2,7.3,7.7,9.3,8.4,8.1,7.6,7.4,,7.9,,27273,True,[]
ENSMUSG00000019763,ENSMUSG00000019763,Rmnd1,421.846812,-0.806582919,0.176873741,-4.560218567,5.11e-06,3.85e-05,"5,291575653",down,ENSMUSG00000019763,Rmnd1,RMND1,66084.0,55005.0,Rmnd1,0610042C05Rik|AA408137|AI462664|AW536662,required for meiotic nuclear division 1 homolog,MitoCarta3.0,"literature, GFP, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS",MIM,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation,Tmito,19.3374,0.003,1.0,"literature, GFP, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS",ENSMUSG00000019763,Q8CI78,450.0,2.0,SharedDomain,,,OrthologMitoHighConf,Ortholog,25-50ambig,chr10,4403168.0,4432352.0,10.0,17.0,64.0,797000000.0,37.0,"cerebrum, cerebellum, brainstem, spinalcord, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.8,7.8,8.0,7.7,,,,,7.8,7.2,7.9,7.7,7.6,8.5,Mitochondria (Supported),66084,True,['Translation factors']
ENSMUSG00000019863,ENSMUSG00000019863,Qrsl1,406.1400786,-0.595632624,0.175864019,-3.386893057,0.000706889,0.002636175,"3,150648549",down,ENSMUSG00000019863,Qrsl1,QRSL1,76563.0,55278.0,Qrsl1,2700038P16Rik|C80053|Ga|GatA,glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1,MitoCarta3.0,"literature, APEX_matrix, GFP, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS",Matrix,Mitochondrial central dogma > Translation > mt-tRNA synthetases,Tmito,9.2489,0.027,1.0,"literature, APEX_matrix, GFP, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS",ENSMUSG00000019863,Q9CZN8,525.0,,SharedDomain,6.0,,HomologMitoHighConf,Homolog,25-50ambig,chr10,43874189.0,43901736.0,8.0,13.0,34.0,188000000.0,37.0,"brainstem, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis",,,7.3,,,,7.2,7.7,6.8,,7.5,7.0,7.6,7.2,Vesicles (Approved),76563,True,['Translation factors']
ENSMUSG00000019864,ENSMUSG00000019864,Rtn4ip1,671.675493,-1.336209524,0.255626912,-5.227186423,1.72e-07,1.96e-06,"6,764196554",down,ENSMUSG00000019864,Rtn4ip1,RTN4IP1,170728.0,84816.0,Rtn4ip1,D10Ertd690|D10Ertd690e|N|NIMP,reticulon 4 interacting protein 1,MitoCarta3.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog, mito protein domain, induction, coexpression++, MS/MS++",Matrix,0,Tmito,32.0669,0.0,1.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog, mito protein domain, induction, coexpression++, MS/MS++",ENSMUSG00000019864,Q924D0,396.0,1.0,SharedDomain,40.0,0.96,HomologMitoHighConf,NoHomolog,75-100pure,chr10,43901806.0,43947862.0,14.0,28.0,299.0,10700000000.0,77.0,all 14,8.5,8.4,8.8,8.2,9.5,8.7,9.2,9.0,8.8,8.6,8.9,8.5,8.3,8.5,,170728,True,[]
ENSMUSG00000019883,ENSMUSG00000019883,Echdc1,737.442258,-0.52443876,0.118797251,-4.414569828,1.01e-05,6.95e-05,"4,994772096",down,ENSMUSG00000019883,Echdc1,ECHDC1,52665.0,55862.0,Echdc1,1700028A24Rik|AI314462|AI930038|D10Ertd667e|MMCD,enoyl Coenzyme A hydratase domain containing 1,MitoCarta3.0,"yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS+",unknown,Metabolism > Lipid metabolism,Tnon_mito,15.9539,0.005,1.0,"yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS+",ENSMUSG00000019883,Q9D9V3,322.0,,SharedDomain,16.0,,OrthologMitoLowConf,Homolog,75-100ambig,chr10,29313165.0,29346661.0,7.0,20.0,48.0,2250000000.0,79.0,"brainstem, spinalcord, liver, adipose, largeintestine, placenta, testis",,,7.8,7.3,,7.8,,,9.3,,7.5,,7.1,8.2,Vesicles (Approved),52665,True,[]
ENSMUSG00000020268,ENSMUSG00000020268,Lyrm7,126.4679863,-0.862132476,0.223359091,-3.859849499,0.000113457,0.000551908,"3,945169163",down,ENSMUSG00000020268,Lyrm7,LYRM7,75530.0,90624.0,Lyrm7,1700024C24Rik|9330147L21Rik,LYR motif containing 7,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, MS/MS++",Matrix,OXPHOS > Complex III > CIII assembly factors | OXPHOS > OXPHOS assembly factors,Tmito,25.5501,0.003,1.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, MS/MS++",ENSMUSG00000020268,Q9DA03,104.0,2.0,MitoDomain,,,OrthologMitoHighConf,NoHomolog,75-100pure,chr11,54839288.0,54860591.0,13.0,10.0,56.0,501000000.0,88.0,"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.7,7.7,8.2,7.5,,7.3,7.4,6.8,7.3,7.2,7.1,6.3,7.5,7.9,,75530,True,"['Complex I', 'Complex III', 'Complex II']"
ENSMUSG00000020333,ENSMUSG00000020333,Acsl6,3271.90626,1.702712691,0.192099377,8.863707498,7.74e-19,8.89e-17,"18,11127785",up,ENSMUSG00000020333,Acsl6,ACSL6,216739.0,23305.0,Acsl6,A330035H04Rik|AW050338|Fac|Facl6|L|LACS|Lacsl|mKIAA0837,acyl-CoA synthetase long-chain family member 6,MitoCarta3.0,"yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS++",MOM,Metabolism > Lipid metabolism > Fatty acid oxidation,Tpossible_mito,9.5491,0.026,1.0,"yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS++",ENSMUSG00000020333,Q91WC3,722.0,,SharedDomain,2.0,-0.69,HomologMitoLowConf,Homolog,50-75pure,chr11,54303823.0,54361539.0,11.0,48.0,415.0,12600000000.0,71.0,"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, testis",9.2,9.0,9.7,9.6,,7.9,8.6,7.9,8.5,,6.3,7.3,,7.7,,216739,True,[]
ENSMUSG00000020544,ENSMUSG00000020544,Cox11,507.7530161,-0.719179921,0.181877394,-3.954201816,7.68e-05,0.00039217,"4,114692092",down,ENSMUSG00000020544,Cox11,COX11,69802.0,1353.0,Cox11,2010004I09Rik,"cytochrome c oxidase assembly protein 11, copper chaperone",MitoCarta3.0,"literature, APEX_IMS, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression, MS/MS",MIM,OXPHOS > Complex IV > CIV assembly factors | Metabolism > Metals and cofactors > Copper metabolism | OXPHOS > OXPHOS assembly factors,Tmito,35.3696,0.0,1.0,"literature, APEX_IMS, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression, MS/MS",ENSMUSG00000020544,Q6P8I6,275.0,2.0,MitoDomain,27.0,1.38,OrthologMitoHighConf,Ortholog,50-75ambig,chr11,90638183.0,90645977.0,6.0,8.0,24.0,86600000.0,50.0,"cerebrum, cerebellum, spinalcord, skeletalmuscle, largeintestine, placenta",7.2,7.3,,7.2,,,,5.9,,,7.2,,7.3,,,69802,True,"['Complex IV', 'Complex I']"
ENSMUSG00000020744,ENSMUSG00000020744,Slc25a19,687.1448182,-1.316132717,0.176924895,-7.438934557,1.02e-13,4.38e-12,"12,99353144",down,ENSMUSG00000020744,Slc25a19,SLC25A19,67283.0,60386.0,Slc25a19,2900089E13Rik|DN|DNC|MUP|MUP1|TP|TPC,"solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19",MitoCarta3.0,"literature, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS",MIM,Metabolism > Vitamin metabolism > Vitamin B1 metabolism | Small molecule transport > SLC25A family,Tmito,21.9122,0.005,1.0,"literature, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS",ENSMUSG00000020744,Q9DAM5,318.0,,MitoDomain,16.0,0.95,OrthologMitoHighConf,NoHomolog,25-50ambig,chr11,115614180.0,115628295.0,4.0,11.0,27.0,329000000.0,45.0,"cerebellum, spinalcord, adipose, testis",,7.4,,7.6,,,,,8.2,,,,,8.0,,67283,True,['Transporters']
ENSMUSG00000020843,ENSMUSG00000020843,Timm22,612.437088,-0.59800917,0.141699863,-4.220252283,2.44e-05,0.000147639,"4,612558429",down,ENSMUSG00000020843,Timm22,TIMM22,56322.0,29928.0,Timm22,Tim22,translocase of inner mitochondrial membrane 22,MitoCarta3.0,"literature, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS",MIM,"Protein import, sorting and homeostasis > Protein import and sorting > TIM22 carrier pathway",Tmito,23.0601,0.005,1.0,"literature, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS",ENSMUSG00000020843,Q9CQ85,194.0,,MitoDomain,11.0,1.1,OrthologMitoHighConf,NoHomolog,50-75ambig,chr11,76407166.0,76416312.0,14.0,8.0,130.0,2930000000.0,54.0,all 14,8.8,8.6,8.6,8.5,8.2,8.0,7.3,6.8,8.2,7.9,8.5,7.8,8.1,8.0,,56322,True,['Transporters']
ENSMUSG00000020935,ENSMUSG00000020935,Dcakd,252.5395245,-1.024037143,0.137964067,-7.422491715,1.15e-13,4.9e-12,"12,93953946",down,ENSMUSG00000020935,Dcakd,DCAKD,68087.0,79877.0,Dcakd,3010024O21Rik|6720485C15Rik|AI849483,dephospho-CoA kinase domain containing,MitoCarta3.0,"GFP, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS",Membrane,0,Tmito,13.4749,0.01,1.0,"GFP, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS",ENSMUSG00000020935,Q8BHC4,231.0,,SharedDomain,6.0,-0.33,HomologMitoHighConf,Ortholog,50-75ambig,chr11,102994055.0,103017147.0,14.0,21.0,175.0,4110000000.0,70.0,all 14,8.1,8.1,8.1,8.0,7.7,7.9,8.9,7.4,8.0,7.2,8.4,7.0,9.3,8.3,Nucleoplasm (Approved),68087,True,[]
ENSMUSG00000021102,ENSMUSG00000021102,Glrx5,1157.148587,-0.533210617,0.162601285,-3.279252169,0.001040826,0.003687079,"2,98262193",down,ENSMUSG00000021102,Glrx5,GLRX5,73046.0,51218.0,Glrx5,-,glutaredoxin 5,MitoCarta3.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS+",Matrix,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins,Tmito,22.0709,0.005,1.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS+",ENSMUSG00000021102,Q80Y14,152.0,1.0,SharedDomain,7.0,,OrthologMitoLowConf,Homolog,25-50pure,chr12,105032688.0,105040910.0,14.0,8.0,223.0,10900000000.0,39.0,all 14,8.6,8.5,8.7,8.6,9.2,9.2,8.2,8.0,9.1,9.0,9.0,8.8,9.2,8.9,Mitochondria (Supported),73046,True,[]
ENSMUSG00000021226,ENSMUSG00000021226,Acot2,2453.051965,3.146235133,0.290431299,10.83297546,2.4000000000000004e-27,8.99e-25,"26,61939047",up,ENSMUSG00000021226,Acot2,ACOT2,171210.0,10965.0,Acot2,AA571646|MTE-|MTE-I|Mte1,acyl-CoA thioesterase 2,MitoCarta3.0,"literature, targetP signal, mito protein domain, induction, coexpression, MS/MS++",Matrix,Metabolism > Lipid metabolism,Tmito,14.6549,0.007,1.0,"literature, targetP signal, mito protein domain, induction, coexpression, MS/MS++",ENSMUSG00000021226,Q9QYR9,453.0,3.0,SharedDomain,8.0,1.24,NoMitoHomolog,NoHomolog,50-75pure,chr12,83987860.0,83993875.0,14.0,24.0,449.0,22500000000.0,60.0,all 14,8.1,7.5,8.1,8.6,9.5,9.1,9.9,8.9,9.5,8.9,8.8,8.9,9.5,8.4,Mitochondria (Approved),171210,True,[]
ENSMUSG00000021265,ENSMUSG00000021265,Slc25a29,162.6207761,-0.750979354,0.212352326,-3.536478117,0.0004055,0.001647282,"3,392009041",down,ENSMUSG00000021265,Slc25a29,SLC25A29,214663.0,123096.0,Slc25a29,C030003J19Rik|CA|CACL|mCA|mCACL,"solute carrier family 25 (mitochondrial carrier, palmitoylcarnitine transporter), member 29",MitoCarta3.0,"literature, yeast mito homolog+, mito protein domain+, MS/MS++",MIM,Metabolism > Amino acid metabolism > Lysine metabolism | Small molecule transport > SLC25A family,Tmito,15.6863,0.006,1.0,"literature, yeast mito homolog+, mito protein domain+, MS/MS++",ENSMUSG00000021265,Q8BL03,306.0,,MitoDomain,2.0,,OrthologMitoLowConf,NoHomolog,50-75pure,chr12,108825877.0,108835876.0,2.0,15.0,67.0,2600000000.0,73.0,"placenta, testis",,,,,,,,,,,,,9.4,7.7,,214663,True,['Transporters']
ENSMUSG00000021339,ENSMUSG00000021339,Mrs2,1767.556795,-0.508270455,0.137992505,-3.683319288,0.000230217,0.001008708,"3,637863541",down,ENSMUSG00000021339,Mrs2,MRS2,380836.0,57380.0,Mrs2,Gm902|HPT|Mr|Mrs2l|RPT,MRS2 magnesium transporter,MitoCarta3.0,"APEX_matrix, GFP, targetP signal, yeast mito homolog++, coexpression",MIM,Small molecule transport | Signaling,Tmito,12.726,0.011,1.0,"APEX_matrix, GFP, targetP signal, yeast mito homolog++, coexpression",ENSMUSG00000021339,Q5NCE8,434.0,2.0,,6.0,,OrthologMitoHighConf,NoHomolog,25-50crude,chr13,24992294.0,25020317.0,10.0,16.0,156.0,1140000000.0,38.0,"cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, smallintestine, largeintestine, stomach, placenta, testis",8.2,8.0,8.6,8.1,,,,7.6,,7.8,7.9,7.8,7.7,7.3,,380836,True,[]
